,sentiment,vi_review
4301,negative,tích cực đi ban
4302,negative,"cơ thể p đau đớn , tâm trạng tồi tệ k bt mk tồn tại … ."
4303,negative,mệt mỏi
4304,negative,mệt đấy
4305,negative,haizz 😮 ‍ 💨
4306,negative,mệt
4307,negative,mệt ráng lm ko thể dc kiếm tiền lo mẹ già dg ko thể cho phép bn thân từ bỏ 😳
4308,negative,cg
4309,negative,mệt mỏi 😫
4310,negative,mệt
4311,negative,mẹ mẹ lo lắng
4312,negative,đau
4313,negative,mãi video trải quaaaa 🥰
4314,negative,😔
4315,negative,i know
4316,negative,nằm 10 lớp đất kia đau đớn tui đi đi 🥺
4317,negative,cố 😊
4318,negative,samee
4319,negative,cớ nh xui rủi cx 1
4320,negative,khg bt thỳ chame ... gđ ta nx
4321,negative,"đứa k , đứa e học , cha mẹ già 😞 😞 😞"
4322,negative,"cơ thể đau đớn , tâm trạng tồi tệ tồn tại 🥰"
4323,negative,mjh . khóc k bit lí do khóc
4324,negative,đau khổ mệt mõi vs 3
4325,negative,", mùng 2 kia mua thuốc uống quoài lun 😞"
4326,negative,ổn
4327,negative,mệt mỏi
4328,negative,mệt mỏi lắm suy nghĩ lại cố gắng
4329,negative,mệt
4330,negative,"tồn tại bố mẹ , ước mơ giở mik tớ mệt cố gắng 🥰"
4331,negative,khang nguyễn76536 ốm liên tục 😄
4332,negative,từ bỏ đc ☺ ️
4333,negative,mệt tht
4334,negative,lâu tớ mún từ bỏ nma ... 🥺
4335,negative,lựa chọn thế giới 🥰
4336,negative,mệt mệt 😥
4337,negative,áp lực 😥 😥
4338,negative,"đừng nản nha , lạc quan đi 🥺 😢"
4339,negative,từ bỏ
4340,negative,mệt mỏi đau cỡ mạnh mẽ hơi thở 😊
4341,negative,từ bỏ
4342,negative,metmoi lắm 😓
4343,negative,mệt
4344,negative,chào . mệt mỏi nghỉ ngơi 1 chút . t k bt t lắng nghe trải .
4345,negative,nản
4346,negative,kh bt nhma ước mơ dang dở ☺ ️
4347,negative,user82380668 nản ikk
4348,negative,npaubxiong 😥
4349,negative,kk dung thiett
4350,negative,mẹ già chăm sóc 2 đứa chồng chồng t 2 đứa đi học cố chịu đựng ....
4351,negative,mett
4352,negative,thể xác lẫn tinh thần
4353,negative,trời chấm số ik k thương bệnh bệnh chua thét
4354,negative,mệt
4355,negative,ap luc cua to gan de chet to roi
4356,negative,to cung khong biet nua
4357,negative,tồn tại người thương đừng quan mình bệnh hoài chồng chất
4358,negative,hối tiếc chẳng lưu luyến cuộc sống mệt lắm đau lắm k phép
4359,negative,""" đôi khi đau e tưởng e sống """
4360,negative,"ngọc tuyền thở h đau tim , a từ bỏ lắm ko a e động lực a , a ko bt mik sống dc"
4361,negative,"mk , jo gọi là bất lực . all , cs dìm mk ngẩng cao đầu ko thua ,"
4362,negative,"bame mệt đau , bệnh bệnh , đau lắm"
4363,negative,ánh mắt đổ dồn 😌
4364,negative,"đau thể xác , gia đình bạn bè , mệt lắm r"
4365,negative,đau lắm đau ngủ đc đau thành âm thầm chịu đựng đêm ☺ ️
4366,negative,mệt
4367,negative,từ bỏ laăm r ba mẹ k nỡ
4368,negative,cứu sợ đau k nổi đau ập
4369,negative,metqua
4370,negative,"dự phòng sốt nhiệt kế tự đo , dự phòng thuốc 1 ,"
4371,negative,muon t . u t . u nhung kh muon me phai khoc .. 😊
4372,negative,kh lmsao mệt mỏi lắm r …
4373,negative,cố mệt nghỉ ngơi 1 chút r ổn
4374,negative,1 <someone> ngầm sống 😳
4375,negative,tồn tại chống đỡ
4376,negative,", động lực sống tận"
4377,negative,"sinh sứ mệnh trách nhiệm . cố gắng , ."
4378,negative,"hiện tượng rối loạn lo âu , mất ngủ , suy sụp tinh thần , ảnh hưởng sức khỏe tồi tệ"
4379,negative,overthinking thiền đc
4380,negative,hiểu biết kém
4381,negative,mồm ngừng đầu suy nghĩ
4382,negative,1 triệu chứng . bản chất thoát đc . 1 video youtube giúp đc .
4383,negative,mjk mặc bệnh trâm cảm suy nghĩ chán nản 🥺
4384,negative,"suy nghĩ tiêu cực , . join 1 talkshow giới thiệu , okela . join nha"
4385,negative,đc overthingking lắm j
4386,negative,tiền ko . tiền coi 😂 muôn ngàn ta vui
4387,negative,"hội chứng , thoát ngoại trừ ko tiếp xúc điện thoại máy tính , giao tiếp vs , đi dạo"
4388,negative,.. ám ảnh . quá khứ .. loại bỏ 90 .. tốt đẹp .. iu cuộc sống .
4389,negative,"mồm bảo k , cố phút đấy k"
4390,negative,", nhắm mắt lại lại lung tung ngủ ."
4391,negative,....
4392,negative,thoát ik dc ko
4393,negative,ko lệch tí t suy diễn trò chuyện xong im thin thít
4394,negative,suy nghĩ tiêu cực á 😢
4395,negative,seoooo ahh màaa hămm dccc 😢 😢
4396,negative,hình như ik chang
4397,negative,💢 e hok suy nghỉ tiêu cực
4398,negative,mik dg overthinking qá r
4399,negative,e ko 😳 😳
4400,negative,nàooo tui day mừ
4401,negative,kh thể over thinking máu ròii
4402,negative,phương thu cutiii 🥱 combo 🥹 🥹
4403,negative,đag mắc k thoát 🥹
4404,negative,suy diễn hoài nghi lo sợ thành sự thật k
4405,negative,overthinking câu cuộc đời 1 vui vẻ lạc quan 👍 🏻
4406,negative,lm thoát overthinking
4407,negative,suy nghĩ tiêu cực lặp đi lặp lại 4 mất ngủ ko bt não bộ khỏe học tập
4408,negative,tui cx overthinking nghĩa kém cỏi đk v 😭 😭
4409,negative,the end of pain . overthinking quad m oii
4410,negative,đêm . mệt mỏi quá thể
4411,negative,suy nghỉ tiêu cực mệt lắm
4412,negative,thoát đc mik ko ngừng suy nghĩ 1 giây ko thể nào tập thứ j đc ngủ mik ko kiểm soát đc giấc ngủ cung
4413,negative,năng lượng tích cực lây overthinking .
4414,negative,"mất ngủ overthinking , bảo tắt đt đi ngủ"
4415,negative,hk lẽ overthinking
4416,negative,99 nợ nần cv . nợ cv ổn tự khắc
4417,negative,tiền overthinking
4418,negative,t kêu t overthinking bọn kêu t over thần kinh 🤡 🤡 🤡 🤡
4419,negative,mệt
4420,negative,suy nghĩ tồi tệ ko thoát
4421,negative,99
4422,negative,miệng im đầu suy nghĩ k ngừng ...
4423,negative,ck . áp lực . suy nghĩ tích cực hòa đồng vui vẻ ngày trước k dk
4424,negative,t cx overthinking lo kiểu suy nghĩ đồ
4425,negative,"đg sở , , ko ngủ nóng rực"
4426,negative,"cx , cx cảm giác lo sợ , mệt mỏi lắm 😔"
4427,negative,dzô nè mấy đứa e giúp a thoát . tuyệt vời 💋
4428,negative,22 t mắc bệnh . yêu đời ca hát . ngày mai nằm xuống hôm nay mạnh mẽ chống chọi 😀 😀
4429,negative,mẹ cốm vợ
4430,negative,mjh mn a . đi xa xa xíu lo sợ lung tung .
4431,negative,t suy nghĩ k ngủ dc cố gắng nằm im nma não linh tinh th
4432,negative,tiền bệnh hà
4433,negative,tắt điện thoại clip như vầy
4434,negative,"trầm cảm vô cùng tệ , đau sâu thẩm , cố gắng .. .. lm 😉"
4435,negative,ta sùng phương pháp chánh niệm
4436,negative,cíuu tui nỗi khổ
4437,negative,nhắm mắt ngủ suy nghĩ 😂
4438,negative,"bản lĩnh , tự tin , ngẩng cao đầu sống 😎"
4439,negative,t overthinhking
4440,negative,"overthinking mệt , đêm suy nghĩ ko ngủ đc 🥺"
4441,negative,tui mắc bệnh 😢
4442,negative,yep ko thể thoát bóng đen 🥰
4443,negative,thiện nguyễn : rối loạn lo âu mấy r hình như viêm đường tiêu hóa miễn dịch kém
4444,negative,minh ảnh 💓
4445,negative,overthingking
4446,negative,"mn đừng ngồi thiền , bữa đi chùa thầy bệnh"
4447,negative,đầy đủ triệu chứng
4448,negative,r overthingking 😌
4449,negative,"💀 gửi e vd overthingking đêm , overthingking"
4450,negative,. tt k ghi 1 câu . đếm 1 ... k tiêu cực . kiên quyết đếm bận rộn .
4451,negative,t linh cảm t 1
4452,negative,overthinking ko chữa
4453,negative,anna câu . 1 m xảy ch a 🥹
4454,negative,đức bé k
4455,negative,toii ước ko hội chứng
4456,negative,"thoát k đc , nhìu suy nghĩ dễ dàng , tích cực k đc 🥺"
4457,negative,"đc "" kinh tế "" bủa vây 🥺"
4458,negative,kiểm soát đc overthinking ko thoát đc
4459,negative,e i sì ntn 🥺 ngọc san
4460,negative,lí thuyết dể thực hành
4461,negative,im thiền k thể im
4462,negative,bận rộn overthinking tan biến
4463,negative,tắt điện thoại tắt thở 🧘 ‍ ♂ ️
4464,negative,tâm trạng tệ 😢 😢
4465,negative,over thinh king
4466,negative,tao mewing 🤫 🧏 ‍ ♂ ️
4467,negative,nek over thinking em thể tập luyện giải thoát đc 😔 😔
4468,negative,suy diễn đấy sự thật váng đầu .... 🙂
4469,negative,overthingkinh ko thể thoát đc
4470,negative,ngại giao tiếp 😞
4471,negative,cmt 1000 xong r h 1001
4472,negative,đc overthinking
4473,negative,overthinking lắm 🥺
4474,negative,"overthinking , t overlove , ocd"
4475,negative,dần thoát nè
4476,negative,cảm nhận 3.4 ui
4477,negative,cố gắng hết sức 🥰 💪 😈
4478,negative,"bằng cấp , kinh nghiệm , - đi - - thất nghiệp - trắng tay . bất lực , khóc"
4479,negative,buồn bất lực xung quanh ko lây ng . đi tiền chẳg . khóc cố gắn ko ng khóc .
4480,negative,mệt mỏi k ngủ lướt . trống rỗng k tnao
4481,negative,bất lực : ( ( (
4482,negative,cố gắng trở nên 🥰
4483,negative,ôm 1 đứa dại trắng tay ☺ ️
4484,negative,"cạnh an ủi , 😩 vui buồn chẳng , nhắn tin hỏi han"
4485,negative,bất lực
4486,negative,trải giai đoạn bất lực
4487,negative,kl 🐾 a ko vs e nx 🙂
4488,negative,đi tay trắng
4489,negative,bất lực 😔
4490,negative,dựa nhưg cũg k thể
4491,negative,bất lực
4492,negative,cố an ủi
4493,negative,áp lực chẳng
4494,negative,"đôi lúc mệt mỏi , bất lực lắm .. ,"
4495,negative,đất trời mây trôi …
4496,negative,yanpan bât lực 😳
4497,negative,"k , đau lòng , tự trách 😢 🥺"
4498,negative,thất vọng 😌 😌 😌
4499,negative,"bất lực phát hiện , ."
4500,negative,bất lực 🥺
4501,negative,mệt
4502,negative,bất lực rơi nước mắt . nước mắt rơi hồi
4503,negative,metmoi ....
4504,negative,bất lực
4505,negative,bất lực coi 😅
4506,negative,"đấy v r , j cx , dây dứt mãi cx k đc j , đứng tiếp hành trình cuộc đời ..."
4507,negative,"bất lực phát hiện , im ."
4508,negative,cảm xúc : ( ( (
4509,negative,mệt mỏi chẳng bn đầu . mn 1 thơm xynh đẹp vui vẻ 😊
4510,negative,"công ty starup phá sản , nợ nần lao đao , người yêu 10 đi , bạn bè k mấy ai ... bất lực .."
4511,negative,"co 1 kiểu bất lực đợi hành động quyết định , đầu hiện 2 hướng giải quyết k tự chủ dc"
4512,negative,"vô nghĩa cố ☺ ️ , cố chấp cố gắng 😊"
4513,negative,buồn 😔 😔 😔
4514,negative,tương lai mãi mờ mịt thế cố gắng 😔 😔
4515,negative,"miệng tích cực , trời tối sngh tiêu cực , bất lực khóc"
4516,negative,khóc mai r ổn
4517,negative,bất lực
4518,negative,mệt mỏi ba mẹ dám khóc dám buồn mặt ba mẹ phiền lo cho.ba mẹ buồn lắm ba mẹ : ( (
4519,negative,chuẩn đét .
4520,negative,mệt 😌
4521,negative,"tệ , nghèo , áp lực , mệt mỏi , cố gắng"
4522,negative,"đột nhiên , ."
4523,negative,áp lực 😳
4524,negative,mệt mỏi lắm
4525,negative,hạnh phúc
4526,negative,buồn
4527,negative,"suy nghĩ , lo lắng mệt , áp lực .. ko đc thời vô lo vô nghĩ 😔 😔 🍀 🍀"
4528,negative,hụt hẫng . cảm giác thế giới
4529,negative,ko đag 😳
4530,negative,"kiềm ném cảm xúc k bt đg buồn , k 😥"
4531,negative,mệt quãi
4532,negative,mk j
4533,negative,bất lực . trách móc 🥺
4534,negative,nản
4535,negative,đau lòng ngiu mặt tỏ k ☺
4536,negative,đầy đủ ta
4537,negative,2 mấy tuổi đầu trắng tay
4538,negative,ng yêu ... thể giữ ... xin lỗi
4539,negative,gục ngã 😩
4540,negative,tiêu cực
4541,negative,chân thành thành đổi phản bội .
4542,negative,kiêu đen buồn trò chuyện
4543,negative,tê thât
4544,negative,s k thấu hiểu suy nghĩ
4545,negative,"trc h kh thành , chả dám ước mơ ."
4546,negative,cố 😂
4547,negative,met oi ..
4548,negative,"tưởng 2 đổ lỗi , buông cay đắng . 😞"
4549,negative,đg yêu r . 😌
4550,negative,áp lực 😣
4551,negative,vô nghĩa : ( (
4552,negative,đi kiếm tiền nhìu tiền ý nghĩa
4553,negative,áp lực kiếm tiền báo hiếu bố mẹ 🥺
4554,negative,mik - ( (
4555,negative,mấy ai 🥺 🥺
4556,negative,ghê
4557,negative,đêm ... một mình suy nghĩ buồn 😞 😞
4558,negative,hnay buồn hà 😓
4559,negative,bất lực bật khóc 😭
4560,negative,vô nghĩa
4561,negative,"bất lực , mệt mỏi , cảm giác tệ 🙂"
4562,negative,bất lực .. k một chút hy vọng 🥺 🥺
4563,negative,dừng một chút hướng đi
4564,negative,trở
4565,negative,đêm mất ngủ r 😔 😔 ko nỗi lòng . cảm giác bất lực nghẹt thở 😢
4566,negative,ko tinh
4567,negative,j v
4568,negative,đột nhiên ☺ ️
4569,negative,quy lướt stt r cảm nhận
4570,negative,gắng niềm m cố gắng 2
4571,negative,suy
4572,negative,vô nghĩa
4573,negative,r ☺ ️
4574,negative,😥
4575,negative,hazzzz
4576,negative,:))
4577,negative,😭 😭 😭 😭 😭
4578,negative,b
4579,negative,mệt mỏi 🥺 buông đôi chẳng thiết . đau mệt lắm
4580,negative,mệt mỏi 🙂
4581,negative,cố 🥰
4582,negative,hình như mih đag 😕 😕
4583,negative,tiền đỡ suy nghĩ 😌
4584,negative,haizz 😮 ‍ 💨
4585,negative,minhd cmt bn
4586,negative,áp lực vây quanh ...
4587,negative,quy là 😂
4588,negative,😔
4589,negative,tay trắng ...
4590,negative,😞 😞
4591,negative,😔 😔
4592,negative,ha h tui ko j lun
4593,negative,áp lực vaii 😢
4594,negative,☹ ️ ☹ ️ ☹ ️
4595,negative,gục ngã … k thể 😌
4596,negative,1
4597,negative,9 x làm quen k
4598,negative,trống vắng
4599,negative,khóc
4600,negative,"nhan sắc , tiền , may mắn , nổ lực hết mình đôi lúc tệ 🥺"
4601,negative,haizz
4602,negative,chông chênh
4603,negative,thua 1 chữ . ngược
4604,negative,...
4605,negative,thua 😂
4606,negative,lạc lõng muôn vàn con người 😌
4607,negative,tệ 😂
4608,negative,tệ 😁
4609,negative,ngơi một chút . ổn
4610,negative,hứa hi vọng
4611,negative,😌 chách 😃
4612,negative,tao củng : ) )
4613,negative,đêm cũg chảy nc mắt k 1
4614,negative,buồn lắm 😭
4615,negative,bất lực mệt mỏi ...
4616,negative,giai đoạn bất lực k đc
4617,negative,vô vị 😳
4618,negative,đành cố gắng
4619,negative,haizz 😌
4620,negative,bất lực nước mắt rơi
4621,negative,ước 😞
4622,negative,1 s 😭 😭 😭
4623,negative,bất lực
4624,negative,haiz mệt
4625,negative,1 nụ cười 😊
4626,negative,"ko nghề nghiệp , ko tiền ko bạn bè , bất lực"
4627,negative,"chẳg , 😔"
4628,negative,hazzz 🤧
4629,negative,nước mắt rơi chẳng cạnh 😓
4630,negative,"bất lực phát hiện ,"
4631,negative,cảm giác đầu 1 trống rỗng . mệt mỏi mệt mỏi
4632,negative,ko làm vậy sai
4633,negative,. chẳng dám nt 😥 m
4634,negative,chẳng lễ ❣ ️
4635,negative,"😊 trống rỗng , lsao ,"
4636,negative,"bất lực phát hiện ,"
4637,negative,<someone> mệt 😭
4638,negative,co gắng nhan giu
4639,negative,sad and sad 🥺 🥺
4640,negative,...
4641,negative,đọc tự nhiên òa khóc . s z
4642,negative,cx chả bik tâm sự vs 🙂
4643,negative,đôi khi tâm sự chả mấy ai 😂
4644,negative,🙂 khờ khạo
4645,negative,😌
4646,negative,chửi đầu
4647,positive,🫥
4648,positive,wow what app
4649,positive,app 💁
4650,positive,tóm lại app chat giải stress
4651,positive,iêu chân thành thế này nỡ ko 🥰 🥰 … giúp a
4652,negative,"t kh taa , tải đc app"
4653,negative,nghề tay trái coder 😞
4654,positive,chiến dịch marketing hiệu quả . lol
4655,positive,nicky wang
4656,negative,love this
4657,negative,edward ha
4658,negative,ng k <someone> nè
4659,negative,vứt văn vs . 😂
4660,negative,chia tay đi văn vs thơ
4661,negative,<someone> cục súc
4662,negative,"nhắn "" cút "" xong block đi = )"
4663,negative,chia tay thấm . mừng
4664,negative,thiến đi
4665,negative,"t m ctay đi , t t cưới ae mẹ . t kiêng kị hàng công cộng :)))))"
4666,negative,cút 🚩
4667,negative,<someone> hả
4668,negative,ngoại tình v : yêu v :
4669,negative,t nhột
4670,negative,không thể nào <someone> 😂
4671,negative,mà còn bày thấm <someone> :)))
4672,negative,đi chửi chi mệt
4673,positive,"phát hiện linh cảm đi ntin trai lạ thậm trí nyc r đi k , k nứng l dạo dc"
4674,negative,", chia tay chia tay 😂"
4675,negative,"chửi chi dơ miệng , đợi trời tru đất diệt thoy :)))"
4676,negative,<someone> lịch sự :)
4677,positive,nhẹ nhàng =)) chửi kia chửi
4678,negative,đỗ <someone> chọc nị ok :))
4679,negative,"hi , mấy sức khỏe kém , đi đứng kiểu toàn ngã gái . phép ghế . bye , chúc sóng gió triền miên , đéo yên 1 . cút"
4680,negative,<someone>
4681,negative,"set độc thân , cmt mấy viết nt độc thân đi , nam giãy nảy đ . ụ . c vô mỏ . cần thiết ib tui gửi tài liệu 😌"
4682,negative,"tán gái đứa đổ đổ ghen , ko đứa đổ khinh thường đi :)))"
4683,negative,chửi c . cmnđ văn vở .
4684,negative,<someone>
4685,negative,"sông sâu nc chảy đá mòn , 30 s e nhường a 🙏"
4686,negative,tạt keo hồ kim tuyến
4687,negative,chửi <someone> 😃
4688,negative,đừng chởi khẩu nghiệp . ăn bãi đờm r đẹp
4689,negative,cảm giác đéo thik đéo yêu đi yêu mấy hồ ly nói chuyện ý tránh mày ko mày thiến
4690,negative,công khai chứng cứ mấy đi uống trà xanh . thiên hạ . say bie ko
4691,negative,éo mách mẹ bố xong chuyện :)))
4692,negative,diệp hạ châu
4693,negative,ht hue thuong kìa
4694,negative,đồ tôm sông sứa biển 🙂
4695,negative,chia tay
4696,negative,sure :)) loại <someone>
4697,negative,chia tay đi lấy lí m yếu
4698,negative,e hàng a yếu k e sướng nổi ctay đi nha . đấy
4699,negative,"hóng , trg hợp t chửi thời câu"
4700,negative,chửi chết mẹ đi văn chả minh 😂
4701,negative,đi nói chuyện bẩn mồm
4702,negative,:))))))))) đm phản bội r văn ct
4703,positive,<someone> chuyên gia khuyên
4704,negative,m yêu mấy thằng vui
4705,negative,ngocc ánhh giúp kìa m
4706,negative,"trap mày trap gấp đôi t , tán gái m tán trai , vui cực 🤭"
4707,negative,chán tc chia tay
4708,negative,<someone> cầm gửi
4709,negative,"lể k đẹp , đôi khi im lặng phụ nữ quyến rũ . thank you , next"
4710,negative,tinh hoa sx đập mặt :))
4711,negative,mày đừng chính thất tao mày hàng xách 😏
4712,negative,ct . giải thích bla bla j kệ
4713,negative,block hoyy 😌
4714,negative,e ms đi mổ ruột thừa xg a a mik ct đi e thay lòng đổi dạ r
4715,negative,ko <someone> chửi thẳng thừng chửi tác mặt chửi nhục mặt . chửi tới tấp tuiiiii
4716,negative,tạiii <someone> nthe v =)))
4717,negative,"ct t đéo khái niệm c vs hai lỗ hàu , đồ t t sài , m t vứt 😍"
4718,negative,định ném 💩 ng dính 💩 . chửi bẩn mồm 🤡
4719,negative,khả năng b chia tay mừng thấm
4720,negative,"<someone> block , thì vả vô mỏ , chửi chi dòng đổ đầu vịt 😒"
4721,negative,"ngữ chửi nát bét đi <someone> chó , ct đồng ý vội :))"
4722,negative,"block mẹ đi , văn :)))"
4723,negative,kb làm quen hỏi thân
4724,negative,trang trang đổi người yêu
4725,negative,chửi đấy chửi k . óc c
4726,negative,"“ sợ thị phi , sợ thị phi lắm . sợ thị phi rành , sợ mấy đứa gái kia xấu . đi nói chuyện gái . gái kia xấu lượn đi , thị phi “"
4727,negative,tử tế quen mk chia tay nhẹ nhàng day dứt đời k quên đk
4728,positive,nguyễn phương
4729,negative,bạch dương đt =)))
4730,negative,hạ vy gd văn
4731,negative,cúc 😂
4732,negative,"<someone> 😆 , chửi thừa chữ 🤣"
4733,negative,"hối hận ntn : "" chia tay đi .. .. "" khúc trả lời : "" .. khong xứng "" khúc muon níu kéo nhma bồ khoan trả lời r bảo : "" tạm biệt , chúc sống "" xong đi luonn khong xứng chả hối hận đồ . tiêu cực . cục súc ☺ ️ 🤌 ✨ 💦"
4734,negative,trung tình thượng não văn vở . tiếng hành xử vật . chia tay đồng đi 🙂
4735,negative,"vác mặt đi phối dạo , bye"
4736,negative,"quan điểm hướng đi , dừng nhé 😃 . chúc chí hướng , yeuanh"
4737,negative,k coi k chi mệt rời đi
4738,negative,chửi mấy kh <someone> rap
4739,negative,"não cất l gái r , vứt đi"
4740,negative,"chia tay đấy văn chửi đấy , chửi chết cdm đi"
4741,negative,"im im xong block giải thích lgi , hoang mang"
4742,negative,im lặng block im lặng đỉnh cao khinh bỉ
4743,negative,nhắn : cút đi thằng 🐕 rách r block 🤞
4744,negative,ntx mai đọc văn
4745,negative,"ăn chửi ko thằng đấy , nguy đcđ đâm đầu vào"
4746,negative,"k công khai ny bình tĩnh , kphai lóngggg 😂 😂 😂"
4747,negative,"chui tren dau tren cổ , chửi lun dòng no lun văn vs minh 🙂"
4748,positive,hoàng liên
4749,negative,thùy dương
4750,negative,vũ nhật yến m nè
4751,negative,“ t k nhu cầu yêu đương đ ĩ đực m lượn giùm nc ”
4752,negative,"“ hi anh tình yêu nhường , tén kìu ”"
4753,negative,<someone> lmj =)))
4754,negative,mango nguyễn nghe quen ko
4755,negative,ckia
4756,negative,nhắn chúc mày iar chảy suốt đời r block mong chia tay :))
4757,negative,đập chết mẹ :)))))
4758,negative,“ cút mẹ m đi ”
4759,negative,đtcu thangcungan .
4760,positive,chii quynh đăng k 😒
4761,negative,"gửi hình tàu lượn , bảo tàu lượn đi"
4762,negative,sẵn thùng xốp sll
4763,negative,kiểu tán dạo chia tay hắn k qtam =)) con kiến đám cgai hắn tán
4764,positive,may mà cưới
4765,positive,"đơn giản tag ,"
4766,negative,ưa lưng chừng yêu đừng dửng dưng 🤣
4767,negative,"chờ chia tay rảnh rang hú hí vs đứa kìa , tốn suy nghĩ văn vẻ vs mần chi , chia tay lẹ làng rảnh nợ"
4768,negative,chia tay liền đi
4769,negative,ib t văn dcm chửi k bgio quên
4770,negative,dm đồ quái thai ngâm dấm
4771,negative,đi tán mấy đứa . iu m ko 😀
4772,positive,tán gái công nghiệp mặt đi . dạo lưng cực zẫy 😂
4773,positive,kp
4774,positive,trịnh văn dương khuyên
4775,positive,<someone> hok nổi
4776,negative,. đoạn đường coi tao đi dẵm 💩
4777,negative,"<someone> b , chửi chết cmn đi xong block 🫶 🏻"
4778,negative,111111111112223345678890 - = ` \ \ ] [ p - [ poooooooooooiiiiiiiiiiiiiiu76yyyyyyyttttttttttrrrrrrrrrrrrre3wwwwwwwwwqasdfgtghjjikkkkol ; '
4779,negative,gửi ảnh tàu lượn roi nhắnn : tàu đi lượn =)) ( block )
4780,negative,""" cút đi , mẹ mày béo "" 🐧 🐧 🐧 🐧 🐧 🐧 🐧 🐧 🐧"
4781,negative,yeu khac cg :)
4782,negative,trường hợp ch9 cặp sừng công bằng nha
4783,negative,đừng chia tay . cố gắng nắm chặt đi . đừng thả . đầu . ta đéo vớ dc cục vàng . cố . đừng buông .
4784,negative,ngoc phuong giúp đi sinh viên <someone>
4785,negative,lê thị thu thủy hơi trường hợp nhễ 🥲
4786,negative,đòi <someone> jz má
4787,negative,đấy <someone> ..
4788,negative,vứt lẹ xong
4789,negative,t 🐕 cưỡi m 🤭
4790,negative,ngọc thư :)))
4791,negative,"yêu xong , yêu xong :) :)"
4792,negative,fb phá đi
4793,positive,:)))
4794,negative,bảo m sống đầu đầu
4795,negative,thông tin chia tay . chia tay đem thông tin đi vay nặng lãi ☺ ️
4796,positive,"dạo ổn , cố gắng cuộc sống vật chất lẫn tinh thần . khát uống acqua beverly , bình thản uống aquafina vĩnh hảo . , đói khát , bản lĩnh đi , bản năng trỗi dậy , sht dám , cống rãnh dám uống . ."
4797,positive,tôm sông sứa biển
4798,positive,"hẹn cafe đem tong đơ , nhắm mắt tặng quà , nhẹ nhàng cầm tong đơ đi 1 đường chia tay , xong phủi đít đi 😗"
4799,negative,""" cút "" xong hạn chế :)))"
4800,negative,"block , gặp mặt tỉnh bơ coi quen biết , trả lời , tò mò chết ."
4801,positive,kệ đi bồ mãi lương hà vy
4802,positive,"ct hòa bình nhe , lắm rài vụ ct gòi kia bem ghê lắm"
4803,positive,ct hòa bình
4804,positive,bảo nhân cách hoa titan arum 🦩
4805,positive,"yêu đầu bạc nhuộm đầu bạc r ctay bảo e linh tinh đau dạ dày đi cấp cứu thay lòng , thay lòng đổi dạ :)))"
4806,negative,"<someone> ct mong muốn nhây , k dây dưa , k ghi thù ( dạo gi . ết ng ghê lắm ) . câu cú ho , <someone> đc 😷"
4807,negative,đ thấm nổi :) thụi dai
4808,positive,nguyễn khánh hà đi xong chia tay
4809,negative,chửi cm đi chưd <someone> j
4810,negative,kể ra . . vợ chồng huống gì dăm ba kiểu yêu đương .
4811,negative,biet ong hien k : hien gi block ( hien k the lien lac voi nguoi tren messenger )
4812,negative,<someone>
4813,positive,huỳnh thái sơn
4814,negative,"sad : ngón chân gửi tặng nết đặc cầu bồn cầu nhà t sách mặt lon m ý nết ko 1 ng mặt mấy thằng điên ý địt bố m , m bố cac trai gắn háng dí m ko .. ko <someone> t xl hơi tức thằng kia đấy 🤧"
4815,negative,rời đi th
4816,negative,cứu <someone> đi 😅
4817,negative,bắn đi nhân j haha
4818,negative,:)))) cút mẹ đi . đỡ ph ct
4819,negative,sỹ quý lụm
4820,negative,huyền trinh trôn
4821,negative,bột ớt róm vô xịp đi . k cay nhma thg cay nha 🐧
4822,negative,"🙃 văn vở mệt đéo , luyến tiếc ... thẳng thắn ngắn gọn ko , nhắn "" ctay "" xong block r hủy kb đi lẹ"
4823,negative,văn r fb nyc live tạm biệt ảnh mấy e gái nha = )
4824,negative,"tặng cháu quyển sách đạo đức vỡ lòng đề chữ “ chuym mất dạy , đọc sách đi bớt dạy ”"
4825,negative,""" chia tay nha "" r block ổn"
4826,negative,1 cút xong
4827,negative,thoi mỏi cút
4828,positive,k chó bắt mèo ăn cứt 🤣
4829,negative,thúy
4830,negative,"chịch b mấy đứa tán dạo . ct thiệt thân . . bik chịch giam , cao thủ bắt nuôi thằng . cố"
4831,positive,người yêu chính thức 😗 dòng chửi “ con người vật chỗ con người ko có bạ gieo ”
4832,positive,kim ngan bth a đi ny
4833,negative,<someone> de'o đc =))
4834,negative,kinh nghiệm x2 tán gái dạo x2 đi thả thính trai dạo đi host á :))
4835,negative,chửi r <someone> chóa rì =))
4836,negative,c . h . ửi j <someone> :)))
4837,negative,"văn vẻ , chia tay giải pháp 👍"
4838,negative,are you is súc vật i can móc mắt you very tàn bạo you feel i hận you very how
4839,negative,"thủ đoạn vô biên , mưu hèn kế bẩn"
4840,negative,kia l khắm l mùi :))) a dí sùi mào 🤣 🤣 🤣 🤣
4841,negative,ỉa mồm đi e :)))
4842,negative,mn chửi sog blok phản dame ko
4843,negative,"thể loại gia phả hình tròn , vẻ “ sâu sắc ” m m . a cg k yêu , m đừng tưởng nhân cách cg tổ ong m . tưởng gớm lắm , tán chả đổ t m r , nhục"
4844,negative,phạm quangg tham khảo
